"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Shelby County, AL"	"01117"	"2013"	"2013"	Suppressed	204180	Suppressed	Suppressed
	"Shelby County, AL"	"01117"	"2014"	"2014"	Suppressed	206655	Suppressed	Suppressed
	"Shelby County, AL"	"01117"	"2015"	"2015"	Suppressed	208713	Suppressed	Suppressed
	"Shelby County, AL"	"01117"	"2016"	"2016"	16	210622	Unreliable	Unreliable
	"Shelby County, AL"	"01117"	"2017"	"2017"	10	213605	Unreliable	Unreliable
	"Sumter County, AL"	"01119"	"2013"	"2013"	Suppressed	13361	Suppressed	Suppressed
	"Sumter County, AL"	"01119"	"2014"	"2014"	Suppressed	13166	Suppressed	Suppressed
	"Sumter County, AL"	"01119"	"2015"	"2015"	Suppressed	13103	Suppressed	Suppressed
	"Sumter County, AL"	"01119"	"2016"	"2016"	Suppressed	13040	Suppressed	Suppressed
	"Sumter County, AL"	"01119"	"2017"	"2017"	Suppressed	12687	Suppressed	Suppressed
	"Talladega County, AL"	"01121"	"2013"	"2013"	Suppressed	81096	Suppressed	Suppressed
	"Talladega County, AL"	"01121"	"2014"	"2014"	Suppressed	81322	Suppressed	Suppressed
	"Talladega County, AL"	"01121"	"2015"	"2015"	Suppressed	80862	Suppressed	Suppressed
	"Talladega County, AL"	"01121"	"2016"	"2016"	Suppressed	80103	Suppressed	Suppressed
	"Talladega County, AL"	"01121"	"2017"	"2017"	Suppressed	80065	Suppressed	Suppressed
	"Tallapoosa County, AL"	"01123"	"2013"	"2013"	Suppressed	41203	Suppressed	Suppressed
	"Tallapoosa County, AL"	"01123"	"2014"	"2014"	Suppressed	41165	Suppressed	Suppressed
	"Tallapoosa County, AL"	"01123"	"2015"	"2015"	Suppressed	40844	Suppressed	Suppressed
	"Tallapoosa County, AL"	"01123"	"2016"	"2016"	Suppressed	40727	Suppressed	Suppressed
	"Tallapoosa County, AL"	"01123"	"2017"	"2017"	Suppressed	40681	Suppressed	Suppressed
	"Tuscaloosa County, AL"	"01125"	"2013"	"2013"	Suppressed	200821	Suppressed	Suppressed
	"Tuscaloosa County, AL"	"01125"	"2014"	"2014"	Suppressed	202212	Suppressed	Suppressed
	"Tuscaloosa County, AL"	"01125"	"2015"	"2015"	Suppressed	203976	Suppressed	Suppressed
	"Tuscaloosa County, AL"	"01125"	"2016"	"2016"	Suppressed	206102	Suppressed	Suppressed
	"Tuscaloosa County, AL"	"01125"	"2017"	"2017"	Suppressed	207811	Suppressed	Suppressed
	"Walker County, AL"	"01127"	"2013"	"2013"	Suppressed	65998	Suppressed	Suppressed
	"Walker County, AL"	"01127"	"2014"	"2014"	Suppressed	65471	Suppressed	Suppressed
	"Walker County, AL"	"01127"	"2015"	"2015"	Suppressed	65294	Suppressed	Suppressed
	"Walker County, AL"	"01127"	"2016"	"2016"	Suppressed	64967	Suppressed	Suppressed
	"Walker County, AL"	"01127"	"2017"	"2017"	Suppressed	64058	Suppressed	Suppressed
	"Washington County, AL"	"01129"	"2013"	"2013"	Suppressed	16877	Suppressed	Suppressed
	"Washington County, AL"	"01129"	"2014"	"2014"	Suppressed	16834	Suppressed	Suppressed
	"Washington County, AL"	"01129"	"2015"	"2015"	Suppressed	16804	Suppressed	Suppressed
	"Washington County, AL"	"01129"	"2016"	"2016"	Suppressed	16756	Suppressed	Suppressed
	"Washington County, AL"	"01129"	"2017"	"2017"	Suppressed	16531	Suppressed	Suppressed
	"Wilcox County, AL"	"01131"	"2013"	"2013"	Suppressed	11307	Suppressed	Suppressed
	"Wilcox County, AL"	"01131"	"2014"	"2014"	Suppressed	11098	Suppressed	Suppressed
	"Wilcox County, AL"	"01131"	"2015"	"2015"	Suppressed	11059	Suppressed	Suppressed
	"Wilcox County, AL"	"01131"	"2016"	"2016"	Suppressed	10986	Suppressed	Suppressed
	"Wilcox County, AL"	"01131"	"2017"	"2017"	Suppressed	10719	Suppressed	Suppressed
	"Winston County, AL"	"01133"	"2013"	"2013"	Suppressed	24146	Suppressed	Suppressed
	"Winston County, AL"	"01133"	"2014"	"2014"	Suppressed	24150	Suppressed	Suppressed
	"Winston County, AL"	"01133"	"2015"	"2015"	Suppressed	23877	Suppressed	Suppressed
	"Winston County, AL"	"01133"	"2016"	"2016"	Suppressed	23805	Suppressed	Suppressed
	"Winston County, AL"	"01133"	"2017"	"2017"	Suppressed	23722	Suppressed	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2013"	"2013"	Suppressed	3092	Suppressed	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2014"	"2014"	Suppressed	3360	Suppressed	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2015"	"2015"	Suppressed	3341	Suppressed	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2016"	"2016"	Suppressed	3296	Suppressed	Suppressed
	"Aleutians East Borough, AK"	"02013"	"2017"	"2017"	Suppressed	3370	Suppressed	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2013"	"2013"	Suppressed	5511	Suppressed	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2014"	"2014"	Suppressed	5750	Suppressed	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2015"	"2015"	Suppressed	5702	Suppressed	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2016"	"2016"	Suppressed	5647	Suppressed	Suppressed
	"Aleutians West Census Area, AK"	"02016"	"2017"	"2017"	Suppressed	5763	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	"2013"	"2013"	Suppressed	300950	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	"2014"	"2014"	Suppressed	301010	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	"2015"	"2015"	Suppressed	298695	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	"2016"	"2016"	Suppressed	298192	Suppressed	Suppressed
	"Anchorage Borough, AK"	"02020"	"2017"	"2017"	21	294356	7.1	6.8
	"Bethel Census Area, AK"	"02050"	"2013"	"2013"	Suppressed	17758	Suppressed	Suppressed
	"Bethel Census Area, AK"	"02050"	"2014"	"2014"	Suppressed	17868	Suppressed	Suppressed
	"Bethel Census Area, AK"	"02050"	"2015"	"2015"	Suppressed	17946	Suppressed	Suppressed
	"Bethel Census Area, AK"	"02050"	"2016"	"2016"	Suppressed	17968	Suppressed	Suppressed
	"Bethel Census Area, AK"	"02050"	"2017"	"2017"	Suppressed	18076	Suppressed	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2013"	"2013"	Suppressed	960	Suppressed	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2014"	"2014"	Suppressed	957	Suppressed	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2015"	"2015"	Suppressed	892	Suppressed	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2016"	"2016"	Suppressed	898	Suppressed	Suppressed
	"Bristol Bay Borough, AK"	"02060"	"2017"	"2017"	Suppressed	867	Suppressed	Suppressed
	"Denali Borough, AK"	"02068"	"2013"	"2013"	Suppressed	1867	Suppressed	Suppressed
	"Denali Borough, AK"	"02068"	"2014"	"2014"	Suppressed	1921	Suppressed	Suppressed
	"Denali Borough, AK"	"02068"	"2015"	"2015"	Suppressed	1919	Suppressed	Suppressed
	"Denali Borough, AK"	"02068"	"2016"	"2016"	Suppressed	1953	Suppressed	Suppressed
	"Denali Borough, AK"	"02068"	"2017"	"2017"	Suppressed	2074	Suppressed	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2013"	"2013"	Suppressed	5010	Suppressed	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2014"	"2014"	Suppressed	4988	Suppressed	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2015"	"2015"	Suppressed	4997	Suppressed	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2016"	"2016"	Suppressed	4954	Suppressed	Suppressed
	"Dillingham Census Area, AK"	"02070"	"2017"	"2017"	Suppressed	4932	Suppressed	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2013"	"2013"	Suppressed	100436	Suppressed	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2014"	"2014"	Suppressed	99357	Suppressed	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2015"	"2015"	Suppressed	99631	Suppressed	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2016"	"2016"	Suppressed	100605	Suppressed	Suppressed
	"Fairbanks North Star Borough, AK"	"02090"	"2017"	"2017"	Suppressed	99703	Suppressed	Suppressed
	"Haines Borough, AK"	"02100"	"2013"	"2013"	Suppressed	2592	Suppressed	Suppressed
	"Haines Borough, AK"	"02100"	"2014"	"2014"	Suppressed	2566	Suppressed	Suppressed
	"Haines Borough, AK"	"02100"	"2015"	"2015"	Suppressed	2534	Suppressed	Suppressed
	"Haines Borough, AK"	"02100"	"2016"	"2016"	Suppressed	2496	Suppressed	Suppressed
	"Haines Borough, AK"	"02100"	"2017"	"2017"	Suppressed	2526	Suppressed	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2013"	"2013"	Missing	Missing	Missing	Missing
	"Hoonah-Angoon Census Area, AK"	"02105"	"2014"	"2014"	Suppressed	2082	Suppressed	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2015"	"2015"	Suppressed	2133	Suppressed	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2016"	"2016"	Suppressed	2078	Suppressed	Suppressed
	"Hoonah-Angoon Census Area, AK"	"02105"	"2017"	"2017"	Suppressed	2145	Suppressed	Suppressed
	"Juneau Borough, AK"	"02110"	"2013"	"2013"	Suppressed	32660	Suppressed	Suppressed
	"Juneau Borough, AK"	"02110"	"2014"	"2014"	Suppressed	32406	Suppressed	Suppressed
	"Juneau Borough, AK"	"02110"	"2015"	"2015"	Suppressed	32756	Suppressed	Suppressed
	"Juneau Borough, AK"	"02110"	"2016"	"2016"	Suppressed	32468	Suppressed	Suppressed
	"Juneau Borough, AK"	"02110"	"2017"	"2017"	Suppressed	32094	Suppressed	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"2013"	"2013"	Suppressed	57147	Suppressed	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"2014"	"2014"	Suppressed	57477	Suppressed	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"2015"	"2015"	Suppressed	58059	Suppressed	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"2016"	"2016"	Suppressed	58506	Suppressed	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	"2017"	"2017"	Suppressed	58617	Suppressed	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2013"	"2013"	Suppressed	13729	Suppressed	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2014"	"2014"	Suppressed	13787	Suppressed	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2015"	"2015"	Suppressed	13709	Suppressed	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2016"	"2016"	Suppressed	13746	Suppressed	Suppressed
	"Ketchikan Gateway Borough, AK"	"02130"	"2017"	"2017"	Suppressed	13856	Suppressed	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2013"	"2013"	Suppressed	14135	Suppressed	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2014"	"2014"	Suppressed	13986	Suppressed	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2015"	"2015"	Suppressed	13889	Suppressed	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2016"	"2016"	Suppressed	13732	Suppressed	Suppressed
	"Kodiak Island Borough, AK"	"02150"	"2017"	"2017"	Suppressed	13448	Suppressed	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2013"	"2013"	Suppressed	1648	Suppressed	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2014"	"2014"	Suppressed	1631	Suppressed	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2015"	"2015"	Suppressed	1563	Suppressed	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2016"	"2016"	Suppressed	1562	Suppressed	Suppressed
	"Lake and Peninsula Borough, AK"	"02164"	"2017"	"2017"	Suppressed	1620	Suppressed	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	"2013"	"2013"	Suppressed	95192	Suppressed	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	"2014"	"2014"	Suppressed	97882	Suppressed	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	"2015"	"2015"	Suppressed	101095	Suppressed	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	"2016"	"2016"	Suppressed	104365	Suppressed	Suppressed
	"Matanuska-Susitna Borough, AK"	"02170"	"2017"	"2017"	Suppressed	106532	Suppressed	Suppressed
	"Nome Census Area, AK"	"02180"	"2013"	"2013"	Suppressed	9892	Suppressed	Suppressed
	"Nome Census Area, AK"	"02180"	"2014"	"2014"	Suppressed	9817	Suppressed	Suppressed
	"Nome Census Area, AK"	"02180"	"2015"	"2015"	Suppressed	9846	Suppressed	Suppressed
	"Nome Census Area, AK"	"02180"	"2016"	"2016"	Suppressed	9917	Suppressed	Suppressed
	"Nome Census Area, AK"	"02180"	"2017"	"2017"	Suppressed	9921	Suppressed	Suppressed
	"North Slope Borough, AK"	"02185"	"2013"	"2013"	Suppressed	9686	Suppressed	Suppressed
	"North Slope Borough, AK"	"02185"	"2014"	"2014"	Suppressed	9703	Suppressed	Suppressed
	"North Slope Borough, AK"	"02185"	"2015"	"2015"	Suppressed	9687	Suppressed	Suppressed
	"North Slope Borough, AK"	"02185"	"2016"	"2016"	Suppressed	9606	Suppressed	Suppressed
	"North Slope Borough, AK"	"02185"	"2017"	"2017"	Suppressed	9782	Suppressed	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2013"	"2013"	Suppressed	7685	Suppressed	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2014"	"2014"	Suppressed	7717	Suppressed	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2015"	"2015"	Suppressed	7752	Suppressed	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2016"	"2016"	Suppressed	7673	Suppressed	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	"2017"	"2017"	Suppressed	7684	Suppressed	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2013"	"2013"	Missing	Missing	Missing	Missing
	"Petersburg Borough/Census Area, AK"	"02195"	"2014"	"2014"	Suppressed	3160	Suppressed	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2015"	"2015"	Suppressed	3177	Suppressed	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2016"	"2016"	Suppressed	3149	Suppressed	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	"2017"	"2017"	Suppressed	3281	Suppressed	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2013"	"2013"	Missing	Missing	Missing	Missing
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2014"	"2014"	Suppressed	6396	Suppressed	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2015"	"2015"	Suppressed	6341	Suppressed	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2016"	"2016"	Suppressed	6347	Suppressed	Suppressed
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2017"	"2017"	Suppressed	6443	Suppressed	Suppressed
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"2013"	"2013"	Suppressed	5786	Suppressed	Suppressed
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"2014"	"2014"	Missing	Missing	Missing	Missing
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"2015"	"2015"	Missing	Missing	Missing	Missing
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"2016"	"2016"	Missing	Missing	Missing	Missing
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	"2017"	"2017"	Missing	Missing	Missing	Missing
	"Sitka Borough, AK"	"02220"	"2013"	"2013"	Suppressed	9020	Suppressed	Suppressed
	"Sitka Borough, AK"	"02220"	"2014"	"2014"	Suppressed	8900	Suppressed	Suppressed
	"Sitka Borough, AK"	"02220"	"2015"	"2015"	Suppressed	8863	Suppressed	Suppressed
	"Sitka Borough, AK"	"02220"	"2016"	"2016"	Suppressed	8830	Suppressed	Suppressed
	"Sitka Borough, AK"	"02220"	"2017"	"2017"	Suppressed	8689	Suppressed	Suppressed
	"Skagway Municipality, AK"	"02230"	"2013"	"2013"	Missing	Missing	Missing	Missing
	"Skagway Municipality, AK"	"02230"	"2014"	"2014"	Suppressed	1036	Suppressed	Suppressed
	"Skagway Municipality, AK"	"02230"	"2015"	"2015"	Suppressed	1057	Suppressed	Suppressed
	"Skagway Municipality, AK"	"02230"	"2016"	"2016"	Suppressed	1088	Suppressed	Suppressed
	"Skagway Municipality, AK"	"02230"	"2017"	"2017"	Suppressed	1157	Suppressed	Suppressed
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"2013"	"2013"	Suppressed	3140	Suppressed	Suppressed
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"2014"	"2014"	Missing	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"2015"	"2015"	Missing	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"2016"	"2016"	Missing	Missing	Missing	Missing
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	"2017"	"2017"	Missing	Missing	Missing	Missing
	"Southeast Fairbanks Census Area, AK"	"02240"	"2013"	"2013"	Suppressed	6985	Suppressed	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"2014"	"2014"	Suppressed	6931	Suppressed	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"2015"	"2015"	Suppressed	6839	Suppressed	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"2016"	"2016"	Suppressed	6876	Suppressed	Suppressed
	"Southeast Fairbanks Census Area, AK"	"02240"	"2017"	"2017"	Suppressed	6888	Suppressed	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"2013"	"2013"	Suppressed	9763	Suppressed	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"2014"	"2014"	Suppressed	9488	Suppressed	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"2015"	"2015"	Suppressed	9362	Suppressed	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"2016"	"2016"	Suppressed	9355	Suppressed	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	"2017"	"2017"	Suppressed	9278	Suppressed	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"2013"	"2013"	Suppressed	7977	Suppressed	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"2014"	"2014"	Suppressed	8010	Suppressed	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"2015"	"2015"	Suppressed	8119	Suppressed	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"2016"	"2016"	Suppressed	8049	Suppressed	Suppressed
	"Wade Hampton Census Area, AK"	"02270"	"2017"	"2017"	Suppressed	8202	Suppressed	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"2013"	"2013"	Missing	Missing	Missing	Missing
	"Wrangell City and Borough, AK"	"02275"	"2014"	"2014"	Suppressed	2364	Suppressed	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"2015"	"2015"	Suppressed	2382	Suppressed	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"2016"	"2016"	Suppressed	2411	Suppressed	Suppressed
	"Wrangell City and Borough, AK"	"02275"	"2017"	"2017"	Suppressed	2521	Suppressed	Suppressed
	"Wrangell-Petersburg Census Area, AK"	"02280"	"2013"	"2013"	Suppressed	6174	Suppressed	Suppressed
	"Wrangell-Petersburg Census Area, AK"	"02280"	"2014"	"2014"	Missing	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	"2015"	"2015"	Missing	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	"2016"	"2016"	Missing	Missing	Missing	Missing
	"Wrangell-Petersburg Census Area, AK"	"02280"	"2017"	"2017"	Missing	Missing	Missing	Missing
	"Yakutat Borough, AK"	"02282"	"2013"	"2013"	Suppressed	642	Suppressed	Suppressed
	"Yakutat Borough, AK"	"02282"	"2014"	"2014"	Suppressed	635	Suppressed	Suppressed
	"Yakutat Borough, AK"	"02282"	"2015"	"2015"	Suppressed	613	Suppressed	Suppressed
	"Yakutat Borough, AK"	"02282"	"2016"	"2016"	Suppressed	601	Suppressed	Suppressed
	"Yakutat Borough, AK"	"02282"	"2017"	"2017"	Suppressed	605	Suppressed	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2013"	"2013"	Suppressed	5695	Suppressed	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2014"	"2014"	Suppressed	5547	Suppressed	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2015"	"2015"	Suppressed	5533	Suppressed	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2016"	"2016"	Suppressed	5526	Suppressed	Suppressed
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2017"	"2017"	Suppressed	5365	Suppressed	Suppressed
	"Apache County, AZ"	"04001"	"2013"	"2013"	Suppressed	71934	Suppressed	Suppressed
	"Apache County, AZ"	"04001"	"2014"	"2014"	Suppressed	71828	Suppressed	Suppressed
	"Apache County, AZ"	"04001"	"2015"	"2015"	Suppressed	71474	Suppressed	Suppressed
	"Apache County, AZ"	"04001"	"2016"	"2016"	Suppressed	73112	Suppressed	Suppressed
	"Apache County, AZ"	"04001"	"2017"	"2017"	Suppressed	71606	Suppressed	Suppressed
	"Cochise County, AZ"	"04003"	"2013"	"2013"	Suppressed	129473	Suppressed	Suppressed
	"Cochise County, AZ"	"04003"	"2014"	"2014"	Suppressed	127448	Suppressed	Suppressed
	"Cochise County, AZ"	"04003"	"2015"	"2015"	Suppressed	126427	Suppressed	Suppressed
	"Cochise County, AZ"	"04003"	"2016"	"2016"	Suppressed	125770	Suppressed	Suppressed
	"Cochise County, AZ"	"04003"	"2017"	"2017"	Suppressed	124756	Suppressed	Suppressed
	"Coconino County, AZ"	"04005"	"2013"	"2013"	Suppressed	136539	Suppressed	Suppressed
	"Coconino County, AZ"	"04005"	"2014"	"2014"	Suppressed	137682	Suppressed	Suppressed
	"Coconino County, AZ"	"04005"	"2015"	"2015"	Suppressed	139097	Suppressed	Suppressed
	"Coconino County, AZ"	"04005"	"2016"	"2016"	Suppressed	140908	Suppressed	Suppressed
	"Coconino County, AZ"	"04005"	"2017"	"2017"	Suppressed	140776	Suppressed	Suppressed
	"Gila County, AZ"	"04007"	"2013"	"2013"	Suppressed	53053	Suppressed	Suppressed
	"Gila County, AZ"	"04007"	"2014"	"2014"	Suppressed	53119	Suppressed	Suppressed
	"Gila County, AZ"	"04007"	"2015"	"2015"	Suppressed	53159	Suppressed	Suppressed
	"Gila County, AZ"	"04007"	"2016"	"2016"	Suppressed	53556	Suppressed	Suppressed
	"Gila County, AZ"	"04007"	"2017"	"2017"	Suppressed	53501	Suppressed	Suppressed
	"Graham County, AZ"	"04009"	"2013"	"2013"	Suppressed	37482	Suppressed	Suppressed
	"Graham County, AZ"	"04009"	"2014"	"2014"	Suppressed	37957	Suppressed	Suppressed
	"Graham County, AZ"	"04009"	"2015"	"2015"	Suppressed	37666	Suppressed	Suppressed
	"Graham County, AZ"	"04009"	"2016"	"2016"	Suppressed	37599	Suppressed	Suppressed
	"Graham County, AZ"	"04009"	"2017"	"2017"	Suppressed	37466	Suppressed	Suppressed
	"Greenlee County, AZ"	"04011"	"2013"	"2013"	Suppressed	9049	Suppressed	Suppressed
	"Greenlee County, AZ"	"04011"	"2014"	"2014"	Suppressed	9346	Suppressed	Suppressed
